"SourceKind","Title","Url","NoteFile","Relay","Hash","LastChecked","Status","Error"
"ChatGPTShare","APS階層構造の解析","https://chatgpt.com/share/6a0a7f2e-eec4-83ec-adc2-7fadc3feb442","research/notes/g2-fg2-hierarchy.md","Research Project Handoff","a2f77e8772728f14a75a4ae8d78e38af179e2a2ef0a5555d863e47e058065fe1","2026-06-19T22:08:54","unchanged",""
"ChatGPTShare","無矛盾性動物園とAPS","https://chatgpt.com/share/6a0b9917-ef00-83a7-a14d-57f0788adab2","research/notes/local-fg2-pullback-aps-zoo.md","Research Project Handoff","8e40d991b7749b76a425d3c955470da0b774eab321fe4aad3fceae6a3c56649b","2026-06-19T22:08:54","changed",""
"ChatGPTShare","自己言及と相互言及","https://chatgpt.com/share/69fcbd5f-d1c0-83e8-a682-187480ed5d1f","research/notes/self-mutual-reference-hierarchy.md","Research Project Handoff","2df759aa21dddd1933ab10cce419e03b110606ac17dee010fdb6a90675eef74f","2026-06-19T22:08:54","unchanged",""
"ChatGPTShare","Smullyan型対角化と圏論","https://chatgpt.com/share/6a06498e-c108-83e8-941c-75b1931bbc3a","research/notes/smullyan-lawvere-categorical-diagonalization.md","Research Project Handoff","6030c7b7af19d212bc4e2d799f32ca186226c8e0b24045b2f10c02df4ea3f11a","2026-06-19T22:08:54","unchanged",""
"ChatGPTShare","一般化された証明構造","https://chatgpt.com/share/69feffe9-1da0-83e8-a4af-c6b6ecbc4765","research/notes/generalized-proof-structures.md","Research Project Handoff","dc73d411a01bda3f5291c0d7ac4dac800b39f4f706ec374b988e1b524643ee80","2026-06-19T22:08:54","unchanged",""
"ChatGPTShare","形式化されたG2の扱い","https://chatgpt.com/share/6a1ac9e4-2f80-8322-8d1a-9da8dce59177","research/notes/formalized-g2-implicational-aps.md","Research Project Batch 2026-05-30","88c2c478cc69063125d8e1bae02606fa50b611cfb62b01ddecde7317f2cc8760","2026-06-19T22:08:54","unchanged",""
"ChatGPTShare","Provability Predicate in APS","https://chatgpt.com/share/6a1ac9ff-0b20-83a5-8adf-2ce37a8708d1","research/notes/provability-predicate-weak-aps.md","Research Project Batch 2026-05-30","18440e69618656710b1fe4e16cb7ee1fa0f8ae510eec140783b8dd95c30dabd5","2026-06-19T22:08:54","unchanged",""
"ChatGPTShare","自己消滅論理の探求","https://chatgpt.com/share/6a143fbc-a1b0-8321-9149-bb06c05af8b7","research/notes/self-elimination-logic.md","Research Project Batch 2026-05-30","b99fbdc3b4bf1d2ea6efeb3b133454156dace5ee67ed7fe6fa374a758b06d19c","2026-06-19T22:08:54","unchanged",""
"ChatGPTShare","代数化と逐次理論","https://chatgpt.com/share/6a1aca33-434c-8323-b77c-3f8158ecf52a","research/notes/sequential-pair-theory-indexed-aps.md","Research Project Batch 2026-05-30","c9de860b0d87bb993b3ba726469f1aac065fa708091193d4d35917d7209cee06","2026-06-19T22:08:54","unchanged",""
"ChatGPTShare","リンクまとめ依頼","https://chatgpt.com/share/6a1aca8a-49d8-8324-9b61-d6dbfcb878ee","research/notes/research-project-chat-links-handoff.md","Research Project Batch 2026-05-30","d1e7c27d63783eb00d347ab73df260a6d72f774b9182e22923fb189846ed18b3","2026-06-19T22:08:54","unchanged",""
